origin,destination,year,shipments
Hommelvik,Aberdeen,1883,1
Hommelvik,Aberdeen,1891,1
Hommelvik,Aberdeen,1900,1
Hommelvik,Ayr,1891,1
Hommelvik,Ayr,1893,1
Hommelvik,Banff,1896,1
Hommelvik,Banff,1897,1
Hommelvik,Banff,1898,1
Hommelvik,Banff,1899,1
Hommelvik,Berwick-upon-Tweed,1895,1
Hommelvik,Berwick-upon-Tweed,1898,1
Hommelvik,Dublin,1899,1
Hommelvik,Dundee,1887,1
Hommelvik,Dundee,1889,1
Hommelvik,Dundee,1890,1
Hommelvik,Dundee,1891,1
Hommelvik,Goole,1883,1
Hommelvik,Grangemouth,1883,1
Hommelvik,Granton,1889,1
Hommelvik,Greenock,1885,1
Hommelvik,Hull,1895,1
Hommelvik,Hull,1897,1
Hommelvik,Inverness,1897,1
Hommelvik,LERWICK,1891,1
Hommelvik,LERWICK,1893,1
Hommelvik,LERWICK,1897,1
Hommelvik,Leith,1893,1
Hommelvik,Leith,1897,1
Hommelvik,Liverpool,1891,1
Hommelvik,Liverpool,1895,1
Hommelvik,London,1885,1
Hommelvik,London,1886,1
Hommelvik,London,1895,1
Hommelvik,London,1899,1
Hommelvik,Middlesbrough,1885,1
Hommelvik,Middlesbrough,1889,1
Hommelvik,Middlesbrough,1895,1
Hommelvik,Middlesbrough,1897,1
Hommelvik,Montrose,1883,1
Hommelvik,Montrose,1889,1
Hommelvik,Montrose,1899,1
Hommelvik,Peterhead,1898,1
Hommelvik,STORNOWAY,1899,1
Hommelvik,Southampton,1895,1
Hommelvik,Wick,1891,1
Hommelvik,Wick,1900,1
Hudiksvall,Borrowstounness,1895,1
Hudiksvall,Bristol,1877,1
Hudiksvall,Bristol,1899,1
Hudiksvall,Cardiff,1893,1
Hudiksvall,Cardiff,1897,1
Hudiksvall,Cardiff,1899,1
Hudiksvall,Dundee,1889,1
Hudiksvall,Gloucester,1897,1
Hudiksvall,Grimsby,1899,1
Hudiksvall,Hartlepool (West),1874,1
Hudiksvall,Harwich,1883,1
Hudiksvall,Hull,1874,1
Hudiksvall,Hull,1879,1
Hudiksvall,Hull,1887,1
Hudiksvall,Hull,1889,1
Hudiksvall,King's Lynn,1895,1
Hudiksvall,LERWICK,1899,1
Hudiksvall,Leith,1889,1
Hudiksvall,London,1893,1
Hudiksvall,Lynn,1879,1
Hudiksvall,Newcastle upon Tyne,1877,1
Hudiksvall,Newcastle upon Tyne,1879,1
Hudiksvall,PERTH,1881,1
Hudiksvall,Poole,1899,1
Hudiksvall,Portsmouth,1899,1
Hudiksvall,Sunderland,1897,1
Hudiksvall,Tyne Ports,1899,1
Hudiksvall,Yarmouth,1881,1
Hudikswall,Aberdeen,1883,1
Hudikswall,Aberdeen,1885,1
Hudikswall,Aberdeen,1887,1
Hudikswall,Aberdeen,1893,1
Hudikswall,Aberdeen,1895,1
Hudikswall,Aberdeen,1897,1
Hudikswall,Aberdeen,1899,1
Hudikswall,Alloa,1889,1
Hudikswall,Alloa,1893,1
Hudikswall,Alloa,1895,1
Hudikswall,Alloa,1897,1
Hudikswall,Ayr,1895,1
Hudikswall,BARNSTAPLE,1883,1
Hudikswall,Barrow-in-Furness,1877,1
Hudikswall,Barrow-in-Furness,1891,1
Hudikswall,Belfast,1895,1
Hudikswall,Belfast,1897,1
Hudikswall,Berwick-upon-Tweed,1891,1
Hudikswall,Berwick-upon-Tweed,1899,1
Hudikswall,Borrowstounness,1893,1
Hudikswall,Borrowstounness,1895,1
Hudikswall,Boston,1887,1
Hudikswall,Bridgwater,1883,1
Hudikswall,Bridgwater,1891,1
Hudikswall,Bristol,1883,1
Hudikswall,Bristol,1887,1
Hudikswall,COWES,1899,1
Hudikswall,Cardiff,1877,1
Hudikswall,Cardiff,1887,1
Hudikswall,Chester,1895,1
Hudikswall,Colchester,1895,1
Hudikswall,Colchester,1897,1
Hudikswall,DARTMOUTH,1881,1
Hudikswall,DARTMOUTH,1897,1
Hudikswall,Dover,1893,1
Hudikswall,Dublin,1883,1
Hudikswall,Dublin,1885,1
Hudikswall,Dublin,1893,1
Hudikswall,Dundee,1881,1
Hudikswall,Dundee,1885,1
Hudikswall,EXETER,1881,1
Hudikswall,EXETER,1887,1
Hudikswall,Falmouth,1889,1
Hudikswall,Fleetwood,1891,1
Hudikswall,Folkestone,1883,1
Hudikswall,Folkestone,1899,1
Hudikswall,Glasgow,1887,1
Hudikswall,Gloucester,1880,1
Hudikswall,Gloucester,1883,1
Hudikswall,Gloucester,1887,1
Hudikswall,Gloucester,1891,1
Hudikswall,Gloucester,1895,1
Hudikswall,Gloucester,1899,1
Hudikswall,Goole,1895,1
Hudikswall,Goole,1897,1
Hudikswall,Goole,1899,1
Hudikswall,Grangemouth,1875,1
Hudikswall,Grangemouth,1883,1
Hudikswall,Grangemouth,1885,1
Hudikswall,Grangemouth,1887,1
Hudikswall,Grangemouth,1895,1
Hudikswall,Grangemouth,1899,1
Hudikswall,Granton,1875,1
Hudikswall,Granton,1881,1
Hudikswall,Granton,1895,1
Hudikswall,Grimsby,1887,1
Hudikswall,Hartlepool,1889,1
Hudikswall,Hartlepool (West),1879,1
Hudikswall,Inverness,1881,1
Hudikswall,Inverness,1885,1
Hudikswall,Ipswich,1881,1
Hudikswall,Ipswich,1893,1
Hudikswall,King's Lynn,1881,1
Hudikswall,King's Lynn,1889,1
Hudikswall,Kirkcaldy,1891,1
Hudikswall,Kirkcaldy,1897,1
Hudikswall,Leith,1879,1
Hudikswall,Leith,1887,1
Hudikswall,Liverpool,1877,1
Hudikswall,Llanelli,1889,1
Hudikswall,Llanelli,1895,1
Hudikswall,London,1875,1
Hudikswall,London,1884,1
Hudikswall,London,1886,1
Hudikswall,London,1892,1
Hudikswall,London (Surrey Commercial Docks),1887,1
Hudikswall,Methil,1895,1
Hudikswall,Middlesbrough,1881,1
Hudikswall,Middlesbrough,1883,1
Hudikswall,Middlesbrough,1897,1
Hudikswall,Montrose,1881,1
Hudikswall,NEWHAVEN,1882,1
Hudikswall,Newcastle upon Tyne,1879,1
Hudikswall,Newport,1891,1
Hudikswall,Newport,1895,1
Hudikswall,Peterhead,1891,1
Hudikswall,Peterhead,1895,1
Hudikswall,Poole,1879,1
Hudikswall,Poole,1883,1
Hudikswall,Poole,1889,1
Hudikswall,Poole,1891,1
Hudikswall,Poole,1893,1
Hudikswall,Poole,1897,1
Hudikswall,Portsmouth,1891,1
Hudikswall,Portsmouth,1897,1
Hudikswall,RAMSGATE,1881,1
Hudikswall,Rochester,1881,1
Hudikswall,Rochester,1883,1
Hudikswall,Rochester,1885,1
Hudikswall,Rochester,1893,1
Hudikswall,Rochester,1895,1
Hudikswall,Runcorn,1895,1
Hudikswall,Shields,1891,1
Hudikswall,Shoreham,1883,1
Hudikswall,Southampton,1877,1
Hudikswall,Southampton,1879,1
Hudikswall,Southampton,1882,1
Hudikswall,Southampton,1889,1
Hudikswall,Southampton,1895,1
Hudikswall,Southampton,1899,1
Hudikswall,Stockton,1888,1
Hudikswall,Stockton,1889,1
Hudikswall,Sunderland,1879,1
Hudikswall,Sunderland,1881,1
Hudikswall,Sunderland,1893,1
Hudikswall,Teignmouth,1881,1
Hudikswall,Tyne Ports,1879,1
Hudikswall,WISBECH,1881,1
Hudikswall,WISBECH,1897,1
Hudikswall,Weymouth,1891,1
Hudikswall,Whitehaven,1897,1
Hudikswall,Wick,1881,1
Hudikswall,Yarmouth,1879,1
Hudikswall,Yarmouth,1897,1
Hull,Borrowstounness,1883,1
Hull,Greenock,1875,1
Hull,Hull,1885,1
Hull,King's Lynn,1883,1
Hull,Leith,1881,1
Hull,London,1887,1
Hull,STORNOWAY,1881,1
Hull,WIGTOWN,1881,1
Husum,Aberdeen,1893,1
Husum,Alloa,1893,1
Husum,Berwick-upon-Tweed,1895,1
Husum,Borrowstounness,1893,1
Husum,Borrowstounness,1895,1
Husum,Bristol,1875,1
Husum,Bristol,1877,1
Husum,Cardiff,1885,1
Husum,Cardiff,1887,1
Husum,Cardiff,1899,1
Husum,Colchester,1895,1
Husum,Dover,1887,1
Husum,Dover,1897,1
Husum,Dundee,1899,1
Husum,FOWEY,1885,1
Husum,FOWEY,1887,1
Husum,Goole,1889,1
Husum,Grangemouth,1899,1
Husum,Grimsby,1877,1
Husum,Grimsby,1879,1
Husum,Grimsby,1885,1
Husum,Grimsby,1889,1
Husum,Grimsby,1899,1
Husum,Hartlepool (West),1883,1
Husum,Hartlepool (West),1889,1
Husum,Hartlepool (West),1893,1
Husum,Hartlepool (West),1895,1
Husum,Harwich,1897,1
Husum,Hull,1875,1
Husum,Hull,1889,1
Husum,Hull,1893,1
Husum,Hull,1899,1
Husum,King's Lynn,1899,1
Husum,LANCASTER,1885,1
Husum,Liverpool,1881,1
Husum,Liverpool,1885,1
Husum,Liverpool,1899,1
Husum,London,1875,1
Husum,London,1879,1
Husum,London,1885,1
Husum,London,1887,1
Husum,London,1889,1
Husum,London,1895,1
Husum,London,1899,1
Husum,Rochester,1885,1
Husum,Rochester,1889,1
Husum,Shoreham,1889,1
Husum,Shoreham,1899,1
Husum,Southampton,1879,1
Husum,Southampton,1883,1
Husum,Southampton,1885,1
Husum,Southampton,1895,1
Husum,Sunderland,1893,1
Husum,Tyne Ports,1875,1
Husum,Tyne Ports,1879,1
Husum,Tyne Ports,1881,1
Husum,Tyne Ports,1889,1
Husum,Tyne Ports,1893,1
IGGESUND,Hartlepool (West),1895,1
Idefjord,London,1883,1
Iggesund,Aberdeen,1889,1
Iggesund,Berwick-upon-Tweed,1893,1
Iggesund,Bristol,1881,1
Iggesund,Bristol,1897,1
Iggesund,FAVERSHAM,1883,1
Iggesund,Gloucester,1879,1
Iggesund,Goole,1883,1
Iggesund,Grimsby,1879,1
Iggesund,Grimsby,1895,1
Iggesund,Grimsby,1897,1
Iggesund,Hartlepool,1895,1
Iggesund,Hartlepool,1899,1
Iggesund,Hartlepool (West),1877,1
Iggesund,Hull,1875,1
Iggesund,Hull,1882,1
Iggesund,Hull,1887,1
Iggesund,Kirkcaldy,1897,1
Iggesund,Leith,1877,1
Iggesund,Leith,1893,1
Iggesund,Liverpool,1881,1
Iggesund,Liverpool,1887,1
Iggesund,Liverpool,1897,1
Iggesund,Liverpool,1899,1
Iggesund,Llanelli,1895,1
Iggesund,London,1881,1
Iggesund,London,1899,1
Iggesund,Middlesbrough,1897,1
Iggesund,NEWHAVEN,1889,1
Iggesund,Newcastle upon Tyne,1875,1
Iggesund,Newcastle upon Tyne,1877,1
Iggesund,Newport,1897,1
Iggesund,Portsmouth,1887,1
Iggesund,RAMSGATE,1883,1
Iggesund,Rochester,1883,1
Iggesund,Rochester,1899,1
Iggesund,Runcorn,1895,1
Iggesund,Shoreham,1881,1
Iggesund,Shoreham,1883,1
Iggesund,Truro,1897,1
Iggesund,Tyne Ports,1893,1
Iggesund,Whitehaven,1887,1
Iggesund,Yarmouth,1893,1
Inverness,Bristol,1878,1
Ipswich,Stockton,1881,1
Istanbul,Hull,1881,1
Istanbul,Liverpool,1878,1
Istanbul,Liverpool,1879,1
Istanbul,Liverpool,1884,1
Istanbul,Liverpool,1887,1
Istanbul,Liverpool,1888,1
Istanbul,Liverpool,1893,1
Istanbul,Liverpool,1895,1
Istanbul,Liverpool,1899,1
Istanbul,London,1883,1
Istanbul,Tyne Ports,1875,1
Jacksonville,Liverpool,1898,1
Jakobstad,Berwick-upon-Tweed,1891,1
Jakobstad,Grimsby,1889,1
Jakobstad,Grimsby,1897,1
Jakobstad,Grimsby,1899,1
Jakobstad,Hartlepool,1899,1
Jakobstad,Hull,1895,1
Jakobstad,Hull,1897,1
Jakobstad,Hull,1899,1
Jakobstad,London,1874,1
Jakobstad,London,1881,1
Jakobstad,London,1887,1
Jakobstad,London,1899,1
Jakobstad,Newport,1899,1
Jakobstad,Poole,1887,1
Jakobstad,Tyne Ports,1887,1
Jakobstad,Tyne Ports,1899,1
Jamaica,Fleetwood,1889,1
Jamaica,Glasgow,1885,1
Jamaica,Goole,1880,1
Jamaica,Goole,1883,1
Jamaica,Hull,1875,1
Jamaica,Hull,1881,1
Jamaica,Hull,1899,1
Jamaica,Ipswich,1883,1
Jamaica,Liverpool,1877,1
Jamaica,Liverpool,1884,1
Jamaica,Liverpool,1899,1
Jamaica,London,1884,1
Jamaica,London,1899,1
Jamaica,Middlesbrough,1899,1
Jamaica,Newport,1895,1
Jamaica,Rochester,1883,1
Jamaica,Rochester,1897,1
Jamaica,Southampton,1881,1
Jemtosund,Grimsby,1891,1
Jemtosund,Harwich,1889,1
Jemtosund,Hull,1889,1
Jemtosund,London,1879,1
Jersey,Bristol,1891,1
Jersey,Liverpool,1895,1
Jersey,Southampton,1885,1
Jersey,Southampton,1893,1
Johannedal,Cardiff,1899,1
Johannedal,Grimsby,1895,1
Johannedal,London,1899,1
Jordan River,Goole,1881,1
Jordan River,Southampton,1886,1
Jordan River,Tralee,1881,1
KRAMFORS,Grimsby,1891,1
Kalix,Barrow-in-Furness,1879,1
Kalix,Barrow-in-Furness,1881,1
Kalix,Borrowstounness,1881,1
Kalix,Bristol,1874,1
Kalix,Cardiff,1885,1
Kalix,FOWEY,1891,1
Kalix,Grangemouth,1874,1
Kalix,Greenock,1879,1
Kalix,Hartlepool (West),1879,1
Kalix,Hull,1874,1
Kalix,Hull,1881,1
Kalix,Hull,1885,1
Kalix,Hull,1889,1
Kalix,Leith,1874,1
Kalix,Leith,1877,1
Kalix,London,1893,1
Kalix,Southampton,1883,1
Kalix,Sunderland,1881,1
Kalix,WISBECH,1881,1
Kalix,Whitehaven,1889,1
Kalmar,Aberdeen,1899,1
Kalmar,Aberystwyth,1883,1
Kalmar,Alloa,1885,1
Kalmar,Alloa,1899,1
Kalmar,BLYTH,1891,1
Kalmar,BLYTH,1893,1
Kalmar,BLYTH,1897,1
Kalmar,Borrowstounness,1875,1
Kalmar,Borrowstounness,1881,1
Kalmar,Borrowstounness,1883,1
Kalmar,Borrowstounness,1885,1
Kalmar,Borrowstounness,1895,1
Kalmar,Borrowstounness,1898,1
Kalmar,Bristol,1897,1
Kalmar,COWES,1895,1
Kalmar,Cardiff,1897,1
Kalmar,Colchester,1891,1
Kalmar,Fleetwood,1883,1
Kalmar,Folkestone,1897,1
Kalmar,Goole,1883,1
Kalmar,Goole,1884,1
Kalmar,Goole,1891,1
Kalmar,Grangemouth,1877,1
Kalmar,Grangemouth,1881,1
Kalmar,Grangemouth,1883,1
Kalmar,Grangemouth,1889,1
Kalmar,Grimsby,1877,1
Kalmar,Grimsby,1889,1
Kalmar,Grimsby,1897,1
Kalmar,Hartlepool (West),1884,1
Kalmar,Harwich,1889,1
Kalmar,Hull,1874,1
Kalmar,Hull,1877,1
Kalmar,Hull,1881,1
Kalmar,Kirkcaldy,1889,1
Kalmar,Kirkcaldy,1895,1
Kalmar,LITTLEHAMPTON,1895,1
Kalmar,LITTLEHAMPTON,1899,1
Kalmar,Leith,1891,1
Kalmar,Leith,1893,1
Kalmar,Leith,1897,1
Kalmar,Liverpool,1889,1
Kalmar,London,1879,1
Kalmar,London,1881,1
Kalmar,London,1883,1
Kalmar,London,1889,1
Kalmar,London,1900,1
Kalmar,Methil,1895,1
Kalmar,NEWHAVEN,1897,1
Kalmar,PERTH,1891,1
Kalmar,RAMSGATE,1895,1
Kalmar,SCARBOROUGH,1895,1
Kalmar,Southampton,1895,1
Kalmar,Sunderland,1881,1
Kalmar,Sunderland,1883,1
Kalmar,Swansea,1893,1
Kalmar,Tyne Ports,1875,1
Kalmar,WISBECH,1883,1
Kalmar,Wexford,1893,1
Kalmar,Yarmouth,1891,1
Kalmar,Yarmouth,1897,1
Karlshamn,Aberdeen,1893,1
Karlshamn,Aberdeen,1895,1
Karlshamn,Alloa,1899,1
Karlshamn,Borrowstounness,1889,1
Karlshamn,Charlestown,1877,1
Karlshamn,Fraserburgh,1881,1
Karlshamn,Grangemouth,1881,1
Karlshamn,Granton,1881,1
Karlshamn,Hartlepool (West),1874,1
Karlshamn,Hartlepool (West),1891,1
Karlshamn,Hartlepool (West),1893,1
Karlshamn,Hartlepool (West),1895,1
Karlshamn,Hull,1889,1
Karlshamn,King's Lynn,1891,1
Karlshamn,Kirkcaldy,1881,1
Karlshamn,Leith,1893,1
Karlshamn,Middlesbrough,1893,1
Karlshamn,Sunderland,1881,1
Karlshamn,Sunderland,1897,1
Karlshamn,Teignmouth,1891,1
Karlshamn,Tyne Ports,1893,1
Karlshamn,Tyne Ports,1899,1
Karlshamn,Wick,1883,1
Karlshamn,Yarmouth,1893,1
Karlskrona,Aberdeen,1884,1
Karlskrona,Aberdeen,1897,1
Karlskrona,Alloa,1883,1
Karlskrona,Alloa,1899,1
Karlskrona,BLYTH,1881,1
Karlskrona,Berwick-upon-Tweed,1881,1
Karlskrona,Borrowstounness,1884,1
Karlskrona,Borrowstounness,1897,1
Karlskrona,FOWEY,1891,1
Karlskrona,Goole,1897,1
Karlskrona,Grangemouth,1879,1
Karlskrona,Grangemouth,1881,1
Karlskrona,Grangemouth,1883,1
Karlskrona,Greenhithe,1889,1
Karlskrona,Greenock,1889,1
Karlskrona,Grimsby,1889,1
Karlskrona,Grimsby,1891,1
Karlskrona,Grimsby,1892,1
Karlskrona,Hartlepool,1893,1
Karlskrona,Hartlepool (West),1874,1
Karlskrona,Hartlepool (West),1877,1
Karlskrona,Hartlepool (West),1881,1
Karlskrona,Hartlepool (West),1896,1
Karlskrona,Hull,1877,1
Karlskrona,Hull,1881,1
Karlskrona,Hull,1883,1
Karlskrona,Kirkcaldy,1885,1
Karlskrona,Kirkcaldy,1889,1
Karlskrona,LITTLEHAMPTON,1891,1
Karlskrona,LOWESTOFT,1889,1
Karlskrona,Leith,1891,1
Karlskrona,Liverpool,1893,1
Karlskrona,Llanelli,1895,1
Karlskrona,London,1881,1
Karlskrona,London,1883,1
Karlskrona,London,1889,1
Karlskrona,London,1897,1
Karlskrona,Middlesbrough,1881,1
Karlskrona,Middlesbrough,1883,1
Karlskrona,Middlesbrough,1885,1
Karlskrona,Middlesbrough,1889,1
Karlskrona,Newcastle upon Tyne,1879,1
Karlskrona,SCARBOROUGH,1895,1
Karlskrona,Southampton,1885,1
Karlskrona,Sunderland,1897,1
Karlskrona,Swansea,1891,1
Karlskrona,Tyne Ports,1877,1
Karlskrona,Tyne Ports,1885,1
Karlskrona,Tyne Ports,1887,1
Karlskrona,Wick,1881,1
Karlskrona,Yarmouth,1895,1
Kaunessari,Rochester,1889,1
Kem,Alloa,1897,1
Kem,Barrow-in-Furness,1893,1
Kem,Boston,1895,1
Kem,Bridgwater,1893,1
Kem,Dover,1895,1
Kem,Dover,1897,1
Kem,FAVERSHAM,1893,1
Kem,Falmouth,1893,1
Kem,Gloucester,1889,1
Kem,Goole,1893,1
Kem,Goole,1895,1
Kem,Grangemouth,1897,1
Kem,Granton,1899,1
Kem,Grimsby,1893,1
Kem,Hartlepool (West),1893,1
Kem,Hull,1899,1
Kem,King's Lynn,1893,1
Kem,Montrose,1891,1
Kem,Poole,1893,1
Kem,Poole,1895,1
Kem,Poole,1899,1
Kem,RAMSGATE,1893,1
Kem,Rochester,1895,1
Kem,Shoreham,1899,1
Kem,Tyne Ports,1895,1
Kem,Yarmouth,1891,1
Kemi,BARNSTAPLE,1897,1
Kemi,BEAUMARIS,1883,1
Kemi,BEAUMARIS,1893,1
Kemi,Barrow-in-Furness,1879,1
Kemi,Barrow-in-Furness,1885,1
Kemi,Barrow-in-Furness,1887,1
Kemi,Barrow-in-Furness,1899,1
Kemi,Berwick-upon-Tweed,1885,1
Kemi,Boston,1889,1
Kemi,Bristol,1885,1
Kemi,Bristol,1889,1
Kemi,Bristol,1895,1
Kemi,Bristol,1897,1
Kemi,CARDIGAN,1887,1
Kemi,CARLISLE,1889,1
Kemi,CARLISLE,1893,1
Kemi,CARLISLE,1895,1
Kemi,Caernarfon,1887,1
Kemi,Colchester,1889,1
Kemi,Colchester,1893,1
Kemi,Dover,1897,1
Kemi,Dublin,1891,1
Kemi,Dublin,1897,1
Kemi,Dundee,1895,1
Kemi,EXETER,1895,1
Kemi,FAVERSHAM,1897,1
Kemi,FOWEY,1897,1
Kemi,GRAVESEND,1889,1
Kemi,Gloucester,1893,1
Kemi,Gloucester,1895,1
Kemi,Goole,1887,1
Kemi,Grangemouth,1877,1
Kemi,Grangemouth,1887,1
Kemi,Grangemouth,1889,1
Kemi,Grangemouth,1895,1
Kemi,Grangemouth,1899,1
Kemi,Granton,1881,1
Kemi,Grimsby,1885,1
Kemi,Grimsby,1891,1
Kemi,Grimsby,1895,1
Kemi,Grimsby,1899,1
Kemi,Hartlepool (West),1885,1
Kemi,Hartlepool (West),1887,1
Kemi,Hartlepool (West),1893,1
Kemi,Hartlepool (West),1899,1
Kemi,Hull,1885,1
Kemi,Hull,1889,1
Kemi,Hull,1897,1
Kemi,Inverness,1895,1
Kemi,Ipswich,1899,1
Kemi,King's Lynn,1883,1
Kemi,King's Lynn,1887,1
Kemi,King's Lynn,1889,1
Kemi,King's Lynn,1895,1
Kemi,LANCASTER,1893,1
Kemi,Liverpool,1874,1
Kemi,Liverpool,1875,1
Kemi,Liverpool,1879,1
Kemi,Liverpool,1881,1
Kemi,Liverpool,1887,1
Kemi,Liverpool,1891,1
Kemi,Liverpool,1897,1
Kemi,Liverpool,1899,1
Kemi,Llanelli,1893,1
Kemi,London,1881,1
Kemi,London,1885,1
Kemi,London,1889,1
Kemi,London,1893,1
Kemi,London,1895,1
Kemi,MANCHESTER,1899,1
Kemi,NEWHAVEN,1893,1
Kemi,Newport,1891,1
Kemi,Newport,1897,1
Kemi,PENZANCE,1897,1
Kemi,PURFLEET,1889,1
Kemi,Plymouth,1895,1
Kemi,Poole,1895,1
Kemi,QUEENBOROUGH,1893,1
Kemi,Rochester,1895,1
Kemi,SCARBOROUGH,1891,1
Kemi,Shoreham,1895,1
Kemi,Swansea,1893,1
Kemi,Teignmouth,1895,1
Kemi,Tyne Ports,1889,1
Kemi,WISBECH,1885,1
Kemi,WISBECH,1887,1
Kemi,WISBECH,1899,1
Kemi,Yarmouth,1889,1
Kjlorn,Sunderland,1889,1
Klaipeda,Aberdeen,1891,1
Klaipeda,Aberdeen,1895,1
Klaipeda,Aberdeen,1897,1
Klaipeda,Alloa,1890,1
Klaipeda,Arbroath,1883,1
Klaipeda,Ardrossan,1893,1
Klaipeda,Ayr,1885,1
Klaipeda,BLYTH,1891,1
Klaipeda,BLYTH,1893,1
Klaipeda,Belfast,1897,1
Klaipeda,Belfast,1899,1
Klaipeda,Berwick-upon-Tweed,1883,1
Klaipeda,Birkenhead,1897,1
Klaipeda,Bo'ness,1899,1
Klaipeda,Borrowstounness,1877,1
Klaipeda,Borrowstounness,1887,1
Klaipeda,Borrowstounness,1891,1
Klaipeda,Borrowstounness,1897,1
Klaipeda,Boston,1881,1
Klaipeda,Boston,1888,1
Klaipeda,Boston,1893,1
Klaipeda,Boston,1896,1
Klaipeda,Bridgwater,1883,1
Klaipeda,Bridgwater,1897,1
Klaipeda,Bristol,1895,1
Klaipeda,Bristol,1898,1
Klaipeda,COWES,1897,1
Klaipeda,Cardiff,1877,1
Klaipeda,Cardiff,1880,1
Klaipeda,Cardiff,1882,1
Klaipeda,Cardiff,1883,1
Klaipeda,Cardiff,1892,1
Klaipeda,Cardiff,1893,1
Klaipeda,Cardiff,1899,1
Klaipeda,Cardiff,1900,1
Klaipeda,Charlestown,1877,1
Klaipeda,Cork,1895,1
Klaipeda,Cork,1897,1
Klaipeda,Dover,1881,1
Klaipeda,Dover,1883,1
Klaipeda,Dover,1884,1
Klaipeda,Dublin,1893,1
Klaipeda,Dundalk,1887,1
Klaipeda,Dundalk,1889,1
Klaipeda,Dundalk,1891,1
Klaipeda,Dundalk,1895,1
Klaipeda,Dundalk,1897,1
Klaipeda,Dundee,1874,1
Klaipeda,Dundee,1897,1
Klaipeda,EXETER,1887,1
Klaipeda,FOWEY,1885,1
Klaipeda,Fleetwood,1881,1
Klaipeda,Fleetwood,1891,1
Klaipeda,Folkestone,1881,1
Klaipeda,Folkestone,1882,1
Klaipeda,Glasgow,1875,1
Klaipeda,Glasgow,1889,1
Klaipeda,Glasgow,1891,1
Klaipeda,Glasgow,1899,1
Klaipeda,Gloucester,1881,1
Klaipeda,Gloucester,1885,1
Klaipeda,Gloucester,1889,1
Klaipeda,Gloucester,1893,1
Klaipeda,Goole,1881,1
Klaipeda,Goole,1897,1
Klaipeda,Granton,1874,1
Klaipeda,Granton,1896,1
Klaipeda,Granton,1898,1
Klaipeda,Greenock,1885,1
Klaipeda,Grimsby,1890,1
Klaipeda,Hartlepool,1893,1
Klaipeda,Hartlepool,1895,1
Klaipeda,Hartlepool (West),1884,1
Klaipeda,Hartlepool (West),1886,1
Klaipeda,Harwich,1889,1
Klaipeda,Harwich,1897,1
Klaipeda,Hull,1898,1
Klaipeda,Inverness,1893,1
Klaipeda,Ipswich,1881,1
Klaipeda,Ipswich,1882,1
Klaipeda,King's Lynn,1889,1
Klaipeda,King's Lynn,1893,1
Klaipeda,King's Lynn,1895,1
Klaipeda,Kirkcaldy,1883,1
Klaipeda,Kirkcaldy,1885,1
Klaipeda,Kirkcaldy,1887,1
Klaipeda,Kirkcaldy,1889,1
Klaipeda,Kirkcaldy,1895,1
Klaipeda,Kirkcaldy,1897,1
Klaipeda,LITTLEHAMPTON,1883,1
Klaipeda,LOWESTOFT,1893,1
Klaipeda,Le Havre,1891,1
Klaipeda,Leith,1884,1
Klaipeda,Leith,1892,1
Klaipeda,Limerick,1885,1
Klaipeda,Liverpool,1884,1
Klaipeda,Liverpool,1898,1
Klaipeda,Llanelli,1877,1
Klaipeda,Llanelli,1893,1
Klaipeda,London (Silvertown),1887,1
Klaipeda,Londonderry,1885,1
Klaipeda,MANCHESTER,1897,1
Klaipeda,Methil,1893,1
Klaipeda,Middlesbrough,1881,1
Klaipeda,Middlesbrough,1885,1
Klaipeda,Milford Haven,1887,1
Klaipeda,Montrose,1883,1
Klaipeda,NEWHAVEN,1882,1
Klaipeda,NEWHAVEN,1897,1
Klaipeda,Newcastle,1875,1
Klaipeda,Newcastle,1897,1
Klaipeda,Newport,1884,1
Klaipeda,Newport,1885,1
Klaipeda,Newport,1889,1
Klaipeda,Newport,1893,1
Klaipeda,Newry,1881,1
Klaipeda,Newry,1899,1
Klaipeda,PENZANCE,1891,1
Klaipeda,PURFLEET,1889,1
Klaipeda,Peterhead,1881,1
Klaipeda,Peterhead,1885,1
Klaipeda,Plymouth,1891,1
Klaipeda,Plymouth,1893,1
Klaipeda,Poole,1893,1
Klaipeda,Poole,1895,1
Klaipeda,Port Glasgow,1887,1
Klaipeda,Portsmouth,1883,1
Klaipeda,Portsmouth,1887,1
Klaipeda,Portsmouth,1893,1
Klaipeda,RAMSGATE,1883,1
Klaipeda,Rochester,1891,1
Klaipeda,Rochester,1893,1
Klaipeda,SCARBOROUGH,1883,1
Klaipeda,SCARBOROUGH,1887,1
Klaipeda,STORNOWAY,1881,1
Klaipeda,Shields,1891,1
Klaipeda,Shoreham,1881,1
Klaipeda,Shoreham,1882,1
Klaipeda,Shoreham,1883,1
Klaipeda,Sligo,1881,1
Klaipeda,Southampton,1878,1
Klaipeda,Southampton,1897,1
Klaipeda,Southampton,1900,1
Klaipeda,Stockton,1891,1
Klaipeda,Stockton,1893,1
Klaipeda,Sunderland,1892,1
Klaipeda,Sunderland,1896,1
Klaipeda,Sunderland,1900,1
Klaipeda,Swansea,1879,1
Klaipeda,Swansea,1887,1
Klaipeda,Swansea,1893,1
Klaipeda,Swansea,1899,1
Klaipeda,Troon,1887,1
Klaipeda,Troon,1889,1
Klaipeda,Troon,1897,1
Klaipeda,Truro,1883,1
Klaipeda,Tyne Ports,1876,1
