destination,commodity_form,year,shipments
Londonderry,boards,1897,1
Londonderry,deal ends,1889,1
Londonderry,deals,1890,1
Londonderry,deals,1892,1
Londonderry,ends,1881,1
Londonderry,ends,1885,1
Londonderry,ends,1899,1
Londonderry,firewood,1887,1
Londonderry,firewood,1899,1
Londonderry,flooring,1885,1
Londonderry,flooring,1891,1
Londonderry,flooring,1899,1
Londonderry,hoops,1891,1
Londonderry,laths,1881,1
Londonderry,laths,1899,1
Londonderry,lathwood,1884,1
Londonderry,lathwood,1885,1
Londonderry,lathwood,1886,1
Londonderry,lathwood,1889,1
Londonderry,lathwood,1890,1
Londonderry,lathwood,1892,1
Londonderry,lathwood,1893,1
Londonderry,palings,1889,1
Londonderry,sleepers,1884,1
Londonderry,sleepers,1895,1
Londonderry,spars,1883,1
Londonderry,spars,1885,1
Londonderry,spars,1887,1
Londonderry,spars,1895,1
Londonderry,splits,1883,1
Londonderry,staves,1881,1
Londonderry,staves,1883,1
Londonderry,staves,1885,1
Londonderry,staves,1887,1
Londonderry,staves,1891,1
Londonderry,timber,1881,1
Londonderry,timber,1883,1
Londonderry,timber,1885,1
Londonderry,timber,1891,1
Londonderry,wood,1885,1
Londonderry,wood,1889,1
Londonderry,wood,1897,1
Lynn,deals,1881,1
Lynn,lathwood,1879,1
Lynn,pit props,1879,1
Lynn,sleepers,1879,1
Lynn,sleepers,1881,1
Lynn,splits,1881,1
Lynn,squares,1899,1
Lynn,timber,1899,1
Lynn,wood,1881,1
Lynn,wood,1883,1
MANCHESTER,batten ends,1895,1
MANCHESTER,batten ends,1899,1
MANCHESTER,battens,1891,1
MANCHESTER,battens,1897,1
MANCHESTER,battens,1900,1
MANCHESTER,boxboards,1900,1
MANCHESTER,crowntrees,1897,1
MANCHESTER,deal ends,1896,1
MANCHESTER,deals,1900,1
MANCHESTER,doors,1895,1
MANCHESTER,doors,1896,1
MANCHESTER,doors,1897,1
MANCHESTER,doors,1900,1
MANCHESTER,firewood,1897,1
MANCHESTER,flooring,1897,1
MANCHESTER,flooring,1900,1
MANCHESTER,handles,1897,1
MANCHESTER,hoops,1891,1
MANCHESTER,hoops,1899,1
MANCHESTER,logs,1897,1
MANCHESTER,logs,1900,1
MANCHESTER,lumber,1897,1
MANCHESTER,matchboards,1895,1
MANCHESTER,mining timber,1897,1
MANCHESTER,pitwood,1899,1
MANCHESTER,planks,1900,1
MANCHESTER,poles,1895,1
MANCHESTER,rickers,1895,1
MANCHESTER,rickers,1897,1
MANCHESTER,scantlings,1896,1
MANCHESTER,scantlings,1897,1
MANCHESTER,scantlings,1900,1
MANCHESTER,spars,1895,1
MANCHESTER,spars,1897,1
MANCHESTER,spars,1900,1
MANCHESTER,spokes,1895,1
MANCHESTER,spokes,1896,1
MANCHESTER,spokes,1899,1
MANCHESTER,spoolwood,1899,1
MANCHESTER,squares,1899,1
MANCHESTER,timber,1881,1
MANCHESTER,trellis,1899,1
MANCHESTER,woodware,1897,1
MIRAMICHI,boards,1891,1
MIRAMICHI,scantlings,1891,1
MONTREAL,ends,1891,1
MONTREAL,lumber,1893,1
MONTREAL,planks,1893,1
MONTREAL,timber,1891,1
Maldon,boards,1879,1
Maldon,planks,1879,1
Maldon,poles,1881,1
Maryport,balks,1897,1
Maryport,battens,1887,1
Maryport,battens,1897,1
Maryport,boards,1893,1
Maryport,boards,1895,1
Maryport,boards,1897,1
Maryport,boards,1898,1
Maryport,deal ends,1883,1
Maryport,deal ends,1887,1
Maryport,deal ends,1890,1
Maryport,deal ends,1895,1
Maryport,deals,1880,1
Maryport,deals,1890,1
Maryport,deals,1891,1
Maryport,ends,1899,1
Maryport,flooring,1883,1
Maryport,flooring,1887,1
Maryport,flooring,1889,1
Maryport,flooring,1893,1
Maryport,lathwood,1880,1
Maryport,palings,1883,1
Maryport,pit props,1881,1
Maryport,pitwood,1889,1
Maryport,poles,1881,1
Maryport,poles,1885,1
Maryport,scantlings,1890,1
Maryport,scantlings,1895,1
Maryport,staves,1882,1
Maryport,staves,1885,1
Maryport,timber,1880,1
Maryport,timber,1885,1
Maryport,wood,1883,1
Methil,battens,1891,1
Methil,boards,1895,1
Methil,deals,1891,1
Methil,laths,1895,1
Methil,lathwood,1891,1
Methil,logs,1891,1
Methil,logs,1893,1
Methil,logs,1895,1
Methil,lumber,1891,1
Methil,pit props,1896,1
Methil,shooks,1891,1
Methil,sleepers,1891,1
Methil,sleepers,1895,1
Methil,spars,1895,1
Methil,spoolwood,1895,1
Middlesbrough,battens,1884,1
Middlesbrough,battens,1890,1
Middlesbrough,blocks,1885,1
Middlesbrough,blocks,1899,1
Middlesbrough,boathooks,1887,1
Middlesbrough,bobbins,1897,1
Middlesbrough,crowntrees,1887,1
Middlesbrough,crowntrees,1891,1
Middlesbrough,deal ends,1889,1
Middlesbrough,deal ends,1891,1
Middlesbrough,deals,1884,1
Middlesbrough,doors,1881,1
Middlesbrough,doors,1891,1
Middlesbrough,firewood,1883,1
Middlesbrough,firewood,1885,1
Middlesbrough,flooring,1899,1
Middlesbrough,handles,1897,1
Middlesbrough,hoops,1881,1
Middlesbrough,hoops,1887,1
Middlesbrough,hoops,1889,1
Middlesbrough,hoops,1893,1
Middlesbrough,laths,1893,1
Middlesbrough,laths,1899,1
Middlesbrough,logs,1885,1
Middlesbrough,logs,1887,1
Middlesbrough,logs,1891,1
Middlesbrough,logs,1899,1
Middlesbrough,lumber,1881,1
Middlesbrough,mining timber,1893,1
Middlesbrough,mouldings,1899,1
Middlesbrough,oars,1887,1
Middlesbrough,palings,1897,1
Middlesbrough,pit props,1882,1
Middlesbrough,pit props,1886,1
Middlesbrough,pit props,1890,1
Middlesbrough,pit props,1892,1
Middlesbrough,pit props,1896,1
Middlesbrough,pit props,1898,1
Middlesbrough,pitwood,1883,1
Middlesbrough,pitwood,1898,1
Middlesbrough,posts,1881,1
Middlesbrough,rails,1881,1
Middlesbrough,rails,1889,1
Middlesbrough,rickers,1881,1
Middlesbrough,scantlings,1881,1
Middlesbrough,scantlings,1891,1
Middlesbrough,scantlings,1897,1
Middlesbrough,scantlings,1899,1
Middlesbrough,sleepers,1892,1
Middlesbrough,spars,1891,1
Middlesbrough,splits,1883,1
Middlesbrough,splits,1891,1
Middlesbrough,spoolwood,1897,1
Middlesbrough,squares,1883,1
Middlesbrough,squares,1885,1
Middlesbrough,squares,1887,1
Middlesbrough,squares,1897,1
Middlesbrough,trellis,1897,1
Middlesbrough,trellis,1899,1
Middlesbrough,wood,1889,1
Milford Haven,battens,1881,1
Milford Haven,battens,1891,1
Milford Haven,blocks,1883,1
Milford Haven,boards,1884,1
Milford Haven,boards,1885,1
Milford Haven,boards,1891,1
Milford Haven,deals,1884,1
Milford Haven,deals,1897,1
Milford Haven,ends,1881,1
Milford Haven,firewood,1881,1
Milford Haven,firewood,1887,1
Milford Haven,firewood,1891,1
Milford Haven,firewood,1899,1
Milford Haven,flooring,1884,1
Milford Haven,flooring,1887,1
Milford Haven,flooring,1893,1
Milford Haven,laths,1881,1
Milford Haven,laths,1889,1
Milford Haven,laths,1893,1
Milford Haven,laths,1899,1
Milford Haven,lathwood,1885,1
Milford Haven,logs,1893,1
Milford Haven,matchboards,1884,1
Milford Haven,mouldings,1881,1
Milford Haven,mouldings,1883,1
Milford Haven,mouldings,1893,1
Milford Haven,mouldings,1895,1
Milford Haven,pit props,1893,1
Milford Haven,pit props,1895,1
Milford Haven,pitwood,1897,1
Milford Haven,poles,1885,1
Milford Haven,poles,1887,1
Milford Haven,poles,1891,1
Milford Haven,scantlings,1891,1
Milford Haven,sleepers,1883,1
Milford Haven,sleepers,1887,1
Milford Haven,sleepers,1897,1
Milford Haven,spars,1881,1
Milford Haven,spars,1884,1
Milford Haven,spars,1887,1
Milford Haven,spars,1895,1
Milford Haven,spars,1897,1
Milford Haven,squares,1885,1
Milford Haven,squares,1891,1
Milford Haven,squares,1897,1
Milford Haven,squares,1899,1
Milford Haven,staves,1883,1
Milford Haven,staves,1899,1
Milford Haven,timber,1883,1
Milford Haven,timber,1887,1
Milford Haven,timber,1891,1
Milford Haven,timber,1897,1
Milford Haven,wood,1885,1
Milford Haven,wood,1889,1
Montrose,balks,1895,1
Montrose,batten ends,1899,1
Montrose,blocks,1889,1
Montrose,deal ends,1881,1
Montrose,deal ends,1887,1
Montrose,deal ends,1897,1
Montrose,ends,1881,1
Montrose,ends,1883,1
Montrose,ends,1885,1
Montrose,ends,1887,1
Montrose,ends,1889,1
Montrose,ends,1891,1
Montrose,ends,1893,1
Montrose,ends,1895,1
Montrose,ends,1898,1
Montrose,firewood,1880,1
Montrose,firewood,1899,1
Montrose,laths,1885,1
Montrose,lathwood,1886,1
Montrose,lathwood,1887,1
Montrose,lathwood,1890,1
Montrose,lathwood,1895,1
Montrose,oars,1891,1
Montrose,pit props,1887,1
Montrose,poles,1893,1
Montrose,poles,1899,1
Montrose,rickers,1891,1
Montrose,rickers,1897,1
Montrose,rickers,1898,1
Montrose,shooks,1897,1
Montrose,sleepers,1885,1
Montrose,spars,1895,1
Montrose,squares,1897,1
Montrose,staves,1890,1
Montrose,staves,1899,1
Montrose,timber,1883,1
Montrose,timber,1897,1
Montrose,wood,1880,1
Montrose,wood,1893,1
NEWHAVEN,battens,1892,1
NEWHAVEN,battens,1898,1
NEWHAVEN,battens,1900,1
NEWHAVEN,blocks,1891,1
NEWHAVEN,blocks,1897,1
NEWHAVEN,boards,1881,1
NEWHAVEN,boards,1898,1
NEWHAVEN,boards,1900,1
NEWHAVEN,deal ends,1891,1
NEWHAVEN,deals,1892,1
NEWHAVEN,ends,1881,1
NEWHAVEN,ends,1883,1
NEWHAVEN,ends,1893,1
NEWHAVEN,firewood,1880,1
NEWHAVEN,firewood,1882,1
NEWHAVEN,firewood,1892,1
NEWHAVEN,flooring,1881,1
NEWHAVEN,headings,1897,1
NEWHAVEN,hoops,1891,1
NEWHAVEN,hoops,1893,1
NEWHAVEN,laths,1897,1
NEWHAVEN,lathwood,1881,1
NEWHAVEN,lathwood,1893,1
NEWHAVEN,lathwood,1897,1
NEWHAVEN,lathwood,1899,1
NEWHAVEN,logs,1897,1
NEWHAVEN,lumber,1891,1
NEWHAVEN,mining timber,1889,1
NEWHAVEN,mining timber,1893,1
NEWHAVEN,pit props,1883,1
NEWHAVEN,pit props,1895,1
NEWHAVEN,poles,1891,1
NEWHAVEN,poles,1893,1
NEWHAVEN,scantlings,1897,1
NEWHAVEN,sleepers,1881,1
NEWHAVEN,spars,1881,1
NEWHAVEN,spars,1893,1
NEWHAVEN,splits,1881,1
NEWHAVEN,splits,1893,1
NEWHAVEN,splits,1897,1
NEWHAVEN,splits,1899,1
NEWHAVEN,spokes,1897,1
NEWHAVEN,staves,1881,1
NEWHAVEN,staves,1883,1
NEWHAVEN,staves,1891,1
NEWHAVEN,timber,1893,1
NEWHAVEN,wood,1880,1
NEWHAVEN,wood,1881,1
NEWHAVEN,wood,1888,1
NEWHAVEN,wood,1889,1
Newcastle,battens,1891,1
Newcastle,boards,1875,1
Newcastle,boards,1891,1
Newcastle,deals,1891,1
Newcastle,ends,1879,1
Newcastle,ends,1889,1
Newcastle,firewood,1885,1
Newcastle,firewood,1897,1
Newcastle,hoops,1891,1
Newcastle,laths,1889,1
Newcastle,laths,1891,1
Newcastle,lathwood,1881,1
Newcastle,lathwood,1885,1
Newcastle,pit props,1889,1
Newcastle,pitwood,1881,1
Newcastle,pitwood,1891,1
Newcastle,sleepers,1881,1
Newcastle,spars,1875,1
Newcastle,spars,1889,1
Newcastle,squares,1881,1
Newcastle,staves,1895,1
Newcastle,staves,1897,1
Newcastle,timber,1879,1
Newcastle upon Tyne,blocks,1877,1
Newcastle upon Tyne,deal ends,1879,1
Newcastle upon Tyne,ends,1879,1
Newcastle upon Tyne,firewood,1875,1
Newcastle upon Tyne,firewood,1879,1
Newcastle upon Tyne,flooring,1875,1
Newcastle upon Tyne,flooring,1877,1
Newcastle upon Tyne,handles,1877,1
Newcastle upon Tyne,headings,1879,1
Newcastle upon Tyne,lathwood,1879,1
Newcastle upon Tyne,logs,1877,1
Newcastle upon Tyne,rickers,1877,1
Newcastle upon Tyne,splits,1877,1
Newcastle upon Tyne,wood pulp,1877,1
Newport,batten ends,1891,1
Newport,battens,1898,1
Newport,blocks,1880,1
Newport,blocks,1883,1
Newport,blocks,1885,1
Newport,blocks,1887,1
Newport,blocks,1891,1
Newport,blocks,1897,1
Newport,boards,1884,1
Newport,boards,1886,1
Newport,bobbins,1897,1
Newport,boxboards,1897,1
Newport,boxboards,1899,1
Newport,deal ends,1891,1
Newport,deal ends,1893,1
Newport,deals,1884,1
Newport,doors,1891,1
Newport,ends,1879,1
Newport,ends,1892,1
Newport,firewood,1878,1
Newport,firewood,1879,1
Newport,firewood,1892,1
Newport,firewood,1897,1
Newport,firewood,1899,1
Newport,flooring,1881,1
Newport,laths,1887,1
Newport,laths,1898,1
Newport,laths,1899,1
Newport,lathwood,1885,1
Newport,lathwood,1891,1
Newport,logs,1887,1
Newport,logs,1889,1
Newport,logs,1897,1
Newport,mining timber,1882,1
Newport,mining timber,1884,1
Newport,mining timber,1892,1
Newport,mining timber,1897,1
Newport,mining timber,1899,1
Newport,mouldings,1891,1
Newport,oars,1887,1
Newport,palings,1881,1
Newport,palings,1883,1
Newport,palings,1887,1
Newport,palings,1891,1
Newport,pit props,1878,1
Newport,pit props,1888,1
Newport,planks,1883,1
Newport,poles,1877,1
Newport,poles,1891,1
Newport,scantlings,1883,1
Newport,scantlings,1887,1
Newport,sleepers,1880,1
Newport,sleepers,1884,1
Newport,spars,1877,1
Newport,spars,1881,1
Newport,spars,1883,1
Newport,spars,1885,1
Newport,spars,1899,1
Newport,splints,1885,1
Newport,splits,1881,1
Newport,splits,1897,1
Newport,squares,1877,1
Newport,squares,1878,1
Newport,squares,1879,1
Newport,squares,1883,1
Newport,squares,1885,1
Newport,squares,1891,1
Newport,squares,1899,1
Newport,staves,1881,1
Newport,staves,1885,1
Newport,staves,1893,1
Newport,staves,1897,1
Newport,timber,1881,1
Newport,timber,1883,1
Newport,timber,1885,1
Newport,timber,1889,1
Newport,timber,1893,1
Newport,trellis,1891,1
Newport,wood,1898,1
Newport,wood pulp,1883,1
Newport,wood pulp,1891,1
Newry,battens,1881,1
Newry,battens,1885,1
Newry,battens,1887,1
Newry,battens,1893,1
Newry,battens,1897,1
Newry,battens,1899,1
Newry,boards,1887,1
Newry,boards,1891,1
Newry,boards,1893,1
Newry,boards,1899,1
Newry,deal ends,1889,1
Newry,deals,1888,1
Newry,deals,1892,1
Newry,deals,1898,1
Newry,doors,1893,1
Newry,ends,1881,1
Newry,ends,1892,1
Newry,ends,1897,1
Newry,firewood,1883,1
Newry,firewood,1891,1
Newry,firewood,1893,1
Newry,flooring,1881,1
Newry,flooring,1889,1
Newry,handles,1885,1
Newry,lathwood,1888,1
Newry,logs,1899,1
Newry,mouldings,1893,1
Newry,pit props,1891,1
Newry,pit props,1899,1
Newry,poles,1893,1
Newry,poles,1899,1
Newry,scantlings,1885,1
Newry,scantlings,1893,1
Newry,scantlings,1897,1
Newry,sleepers,1889,1
Newry,spars,1883,1
Newry,staves,1881,1
North Shields,deals,1895,1
Northfleet,battens,1885,1
Northfleet,battens,1889,1
Northfleet,blocks,1885,1
Northfleet,boards,1885,1
Northfleet,boards,1889,1
Northfleet,deals,1887,1
Northfleet,ends,1889,1
Northfleet,gun stocks,1887,1
Northfleet,logs,1889,1
Northfleet,scantlings,1887,1
Northfleet,spars,1887,1
Northfleet,timber,1889,1
Northfleet,wood,1889,1
PADSTOW,battens,1881,1
PADSTOW,battens,1883,1
PADSTOW,battens,1885,1
PADSTOW,battens,1887,1
PADSTOW,battens,1893,1
PADSTOW,boards,1881,1
PADSTOW,boards,1883,1
PADSTOW,boards,1885,1
PADSTOW,boards,1891,1
PADSTOW,boards,1895,1
PADSTOW,boards,1897,1
PADSTOW,boards,1899,1
PADSTOW,deals,1885,1
PADSTOW,deals,1893,1
PADSTOW,pitwood,1887,1
PADSTOW,spars,1897,1
PENZANCE,battens,1891,1
PENZANCE,battens,1892,1
PENZANCE,battens,1897,1
PENZANCE,boards,1883,1
PENZANCE,boards,1885,1
PENZANCE,boards,1891,1
PENZANCE,deals,1885,1
PENZANCE,deals,1892,1
PENZANCE,firewood,1891,1
PENZANCE,firewood,1897,1
PENZANCE,firewood,1898,1
PENZANCE,flooring,1887,1
PENZANCE,flooring,1891,1
PENZANCE,laths,1895,1
PENZANCE,lathwood,1895,1
PENZANCE,mining timber,1889,1
PENZANCE,oars,1881,1
PENZANCE,pit props,1893,1
PENZANCE,pit props,1895,1
PENZANCE,pitwood,1893,1
PENZANCE,poles,1897,1
PENZANCE,spars,1893,1
PENZANCE,spars,1899,1
PENZANCE,staves,1897,1
PENZANCE,staves,1898,1
PERTH,battens,1887,1
PERTH,boards,1881,1
PERTH,deals,1887,1
PERTH,deals,1900,1
PERTH,ends,1885,1
PERTH,firewood,1881,1
PERTH,lathwood,1881,1
PERTH,logs,1881,1
PERTH,pit props,1881,1
PERTH,sleepers,1885,1
PERTH,sleepers,1889,1
PERTH,spars,1881,1
PERTH,staves,1891,1
PERTH,wood,1881,1
PORTMADOC,deals,1883,1
PURFLEET,deals,1889,1
PURFLEET,staves,1889,1
Penarth,boards,1891,1
Penarth,boards,1893,1
Penarth,lathwood,1891,1
Penarth,pitwood,1893,1
Peterhead,balks,1883,1
Peterhead,balks,1887,1
Peterhead,battens,1880,1
Peterhead,battens,1890,1
Peterhead,battens,1892,1
Peterhead,blocks,1893,1
Peterhead,boards,1895,1
Peterhead,boards,1897,1
Peterhead,boards,1899,1
Peterhead,deal ends,1881,1
Peterhead,deals,1889,1
Peterhead,deals,1893,1
Peterhead,deals,1895,1
Peterhead,deals,1897,1
Peterhead,ends,1897,1
Peterhead,firewood,1880,1
Peterhead,firewood,1883,1
Peterhead,hoops,1887,1
Peterhead,hoops,1889,1
Peterhead,hoops,1899,1
Peterhead,lathwood,1885,1
Peterhead,lathwood,1887,1
Peterhead,lathwood,1889,1
Peterhead,lathwood,1893,1
Peterhead,lathwood,1897,1
Peterhead,logs,1881,1
Peterhead,logs,1885,1
Peterhead,logs,1892,1
Peterhead,logs,1893,1
Peterhead,lumber,1895,1
Peterhead,mining timber,1892,1
Peterhead,mouldings,1895,1
Peterhead,pit props,1887,1
Peterhead,rickers,1883,1
Peterhead,rickers,1897,1
Peterhead,sleepers,1881,1
Peterhead,spars,1899,1
Peterhead,splits,1897,1
Peterhead,splits,1899,1
Peterhead,squares,1881,1
Peterhead,staves,1884,1
Peterhead,staves,1886,1
Peterhead,staves,1898,1
Peterhead,timber,1883,1
Peterhead,timber,1893,1
Peterhead,timber,1897,1
Peterhead,timber,1899,1
Peterhead,wood,1881,1
Peterhead,wood,1883,1
Plymouth,battens,1884,1
Plymouth,blocks,1882,1
Plymouth,blocks,1885,1
Plymouth,blocks,1897,1
Plymouth,boards,1886,1
Plymouth,boards,1898,1
Plymouth,boxboards,1891,1
Plymouth,boxboards,1899,1
Plymouth,deal ends,1884,1
Plymouth,deal ends,1885,1
Plymouth,deals,1882,1
Plymouth,deals,1884,1
Plymouth,ends,1891,1
Plymouth,ends,1893,1
Plymouth,ends,1897,1
Plymouth,ends,1899,1
Plymouth,firewood,1880,1
Plymouth,firewood,1899,1
Plymouth,flooring,1883,1
Plymouth,flooring,1893,1
Plymouth,flooring,1895,1
Plymouth,flooring,1897,1
Plymouth,headings,1881,1
Plymouth,hoops,1887,1
Plymouth,hoops,1891,1
Plymouth,laths,1887,1
Plymouth,laths,1893,1
Plymouth,laths,1899,1
Plymouth,lathwood,1880,1
Plymouth,lathwood,1884,1
Plymouth,lathwood,1892,1
Plymouth,lathwood,1895,1
Plymouth,lathwood,1897,1
Plymouth,lathwood,1898,1
Plymouth,logs,1881,1
Plymouth,logs,1895,1
Plymouth,oars,1880,1
Plymouth,oars,1881,1
Plymouth,oars,1893,1
Plymouth,pit props,1885,1
Plymouth,pit props,1887,1
Plymouth,pit props,1889,1
Plymouth,pit props,1891,1
Plymouth,pit props,1899,1
Plymouth,pitwood,1893,1
Plymouth,pitwood,1897,1
Plymouth,planks,1882,1
Plymouth,planks,1887,1
Plymouth,planks,1893,1
Plymouth,poles,1883,1
Plymouth,poles,1895,1
Plymouth,poles,1897,1
Plymouth,posts,1885,1
Plymouth,rails,1885,1
Plymouth,rickers,1881,1
Plymouth,rickers,1891,1
Plymouth,scantlings,1881,1
Plymouth,scantlings,1889,1
Plymouth,scantlings,1891,1
Plymouth,sleepers,1880,1
Plymouth,sleepers,1883,1
Plymouth,sleepers,1889,1
Plymouth,spars,1884,1
Plymouth,splits,1885,1
Plymouth,splits,1893,1
Plymouth,splits,1897,1
Plymouth,splits,1898,1
Plymouth,splits,1899,1
Plymouth,spokes,1891,1
Plymouth,staves,1880,1
Plymouth,timber,1882,1
Plymouth,timber,1885,1
Plymouth,timber,1893,1
Plymouth,timber,1897,1
Plymouth,timber,1899,1
Plymouth,wood,1887,1
Plymouth,wood,1898,1
Plymouth,wood,1899,1
Poole,balks,1891,1
Poole,batten ends,1887,1
Poole,batten ends,1899,1
Poole,battens,1877,1
Poole,boards,1877,1
Poole,doors,1877,1
Poole,ends,1883,1
Poole,ends,1887,1
Poole,ends,1889,1
Poole,ends,1893,1
Poole,ends,1899,1
Poole,flooring,1877,1
Poole,flooring,1895,1
Poole,flooring,1897,1
Poole,hoops,1884,1
Poole,laths,1891,1
Poole,laths,1897,1
Poole,lathwood,1877,1
Poole,lathwood,1881,1
Poole,lathwood,1897,1
Poole,logs,1891,1
Poole,logs,1895,1
Poole,lumber,1897,1
Poole,mouldings,1877,1
Poole,mouldings,1881,1
Poole,mouldings,1893,1
Poole,oars,1887,1
Poole,palings,1883,1
Poole,pit props,1879,1
Poole,poles,1883,1
Poole,poles,1891,1
Poole,poles,1893,1
Poole,rickers,1899,1
Poole,scantlings,1893,1
Poole,sleepers,1889,1
Poole,sleepers,1891,1
Poole,spars,1889,1
Poole,spars,1893,1
Poole,spars,1895,1
Poole,splits,1881,1
Poole,splits,1897,1
Poole,spokes,1891,1
Poole,squares,1891,1
Poole,squares,1893,1
Poole,staves,1885,1
Poole,staves,1893,1
Poole,timber,1877,1
Poole,timber,1881,1
Poole,timber,1885,1
Poole,wood,1884,1
Poole,wood,1885,1
Poole,wood,1889,1
Port Glasgow,battens,1874,1
Port Glasgow,battens,1875,1
Port Glasgow,blocks,1874,1
Port Glasgow,blocks,1877,1
Port Glasgow,blocks,1881,1
Port Glasgow,boards,1877,1
Port Glasgow,boards,1883,1
Port Glasgow,boards,1887,1
Port Glasgow,deal ends,1885,1
Port Glasgow,deal ends,1889,1
Port Glasgow,deals,1879,1
Port Glasgow,deals,1891,1
Port Glasgow,doors,1879,1
Port Glasgow,ends,1877,1
Port Glasgow,ends,1879,1
Port Glasgow,ends,1881,1
Port Glasgow,ends,1887,1
Port Glasgow,laths,1875,1
Port Glasgow,lathwood,1885,1
Port Glasgow,lathwood,1887,1
Port Glasgow,mouldings,1879,1
Port Glasgow,palings,1883,1
Port Glasgow,pit props,1874,1
Port Glasgow,planks,1877,1
Port Glasgow,planks,1879,1
Port Glasgow,planks,1881,1
Port Glasgow,poles,1874,1
Port Glasgow,scantlings,1889,1
Port Glasgow,spars,1874,1
Port Glasgow,spars,1883,1
Port Glasgow,spars,1889,1
Port Glasgow,spoolwood,1889,1
Port Glasgow,squares,1881,1
Port Glasgow,squares,1883,1
Port Glasgow,staves,1879,1
Port Glasgow,timber,1875,1
Port Glasgow,timber,1891,1
Port Glasgow,wood,1877,1
Portsmouth,batten ends,1899,1
Portsmouth,blocks,1891,1
Portsmouth,boxboards,1889,1
Portsmouth,crowntrees,1891,1
Portsmouth,deal ends,1881,1
Portsmouth,deal ends,1883,1
Portsmouth,deals,1884,1
Portsmouth,doors,1889,1
Portsmouth,ends,1882,1
Portsmouth,ends,1884,1
Portsmouth,ends,1885,1
Portsmouth,ends,1887,1
Portsmouth,firewood,1882,1
Portsmouth,flooring,1881,1
Portsmouth,flooring,1891,1
Portsmouth,hoops,1889,1
Portsmouth,hoops,1891,1
Portsmouth,joinery,1883,1
Portsmouth,laths,1887,1
Portsmouth,laths,1893,1
Portsmouth,laths,1897,1
Portsmouth,lathwood,1882,1
Portsmouth,lathwood,1899,1
Portsmouth,logs,1891,1
Portsmouth,lumber,1889,1
Portsmouth,mouldings,1881,1
Portsmouth,mouldings,1897,1
Portsmouth,palings,1891,1
Portsmouth,pit props,1895,1
Portsmouth,planks,1885,1
Portsmouth,poles,1883,1
Portsmouth,poles,1887,1
Portsmouth,poles,1891,1
Portsmouth,poles,1899,1
Portsmouth,rickers,1885,1
Portsmouth,rickers,1889,1
Portsmouth,scantlings,1883,1
Portsmouth,scantlings,1887,1
Portsmouth,scantlings,1893,1
Portsmouth,scantlings,1895,1
Portsmouth,scantlings,1897,1
Portsmouth,sleepers,1882,1
Portsmouth,spars,1893,1
Portsmouth,spars,1895,1
Portsmouth,spars,1897,1
Portsmouth,splits,1897,1
Portsmouth,squares,1891,1
Portsmouth,staves,1885,1
Portsmouth,staves,1889,1
Portsmouth,timber,1891,1
Portsmouth,wood,1889,1
Portsmouth,wood pulp,1891,1
Preston,laths,1899,1
Preston,lathwood,1895,1
Preston,logs,1893,1
Preston,logs,1895,1
Preston,logs,1899,1
Preston,planks,1899,1
Preston,poles,1897,1
Preston,rails,1897,1
Preston,scantlings,1895,1
Preston,scantlings,1899,1
Preston,sleepers,1897,1
Preston,splits,1897,1
Preston,staves,1897,1
QUEENBOROUGH,boards,1893,1
QUEENBOROUGH,deal ends,1889,1
QUEENBOROUGH,deals,1891,1
QUEENBOROUGH,deals,1897,1
QUEENBOROUGH,deals,1900,1
QUEENBOROUGH,firewood,1885,1
QUEENBOROUGH,firewood,1893,1
QUEENBOROUGH,logs,1889,1
QUEENBOROUGH,poles,1889,1
QUEENBOROUGH,scantlings,1887,1
QUEENBOROUGH,sleepers,1887,1
QUEENBOROUGH,spars,1889,1
Quebec City,battens,1889,1
Quebec City,battens,1893,1
Quebec City,boards,1891,1
Quebec City,deal ends,1889,1
Quebec City,firewood,1895,1
Quebec City,lathwood,1889,1
Quebec City,logs,1889,1
Quebec City,palings,1889,1
Quebec City,scantlings,1889,1
Quebec City,spars,1891,1
Quebec City,splints,1891,1
Quebec City,squares,1889,1
RAMSGATE,battens,1887,1
RAMSGATE,battens,1893,1
RAMSGATE,boards,1881,1
RAMSGATE,boathooks,1885,1
RAMSGATE,deals,1893,1
RAMSGATE,ends,1887,1
RAMSGATE,ends,1889,1
RAMSGATE,firewood,1897,1
RAMSGATE,flooring,1889,1
RAMSGATE,flooring,1897,1
RAMSGATE,laths,1891,1
RAMSGATE,laths,1893,1
RAMSGATE,lathwood,1885,1
RAMSGATE,mouldings,1887,1
RAMSGATE,mouldings,1897,1
RAMSGATE,oars,1885,1
RAMSGATE,oars,1891,1
RAMSGATE,poles,1881,1
RAMSGATE,poles,1885,1
RAMSGATE,poles,1893,1
RAMSGATE,poles,1899,1
RAMSGATE,scantlings,1887,1
RAMSGATE,sleepers,1887,1
RAMSGATE,spars,1883,1
RAMSGATE,spars,1885,1
RAMSGATE,spars,1887,1
RAMSGATE,spars,1889,1
RAMSGATE,spars,1897,1
RAMSGATE,splits,1893,1
RAMSGATE,squares,1883,1
RAMSGATE,staves,1889,1
RAMSGATE,timber,1883,1
RAMSGATE,wood,1893,1
RAMSGATE,wood,1897,1
RYE,firewood,1881,1
RYE,spars,1881,1
Rochester,battens,1889,1
Rochester,blocks,1881,1
Rochester,blocks,1891,1
Rochester,boards,1885,1
Rochester,boards,1889,1
Rochester,boathooks,1883,1
Rochester,deals,1888,1
